ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	geneID	Count	Contrast	Ontology	Direction
GO:0006406	mRNA export from nucleus	6/82	13/2798	7.68479544223015e-07	7.15582873815104e-06	EIF4A3/EIF5A/HNRNPA2B1/NUP85/SRSF7/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	6/82	13/2798	7.68479544223015e-07	7.15582873815104e-06	EIF4A3/EIF5A/HNRNPA2B1/NUP85/SRSF7/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	16/82	133/2798	7.91949425566123e-07	7.15582873815104e-06	BCLAF1/EIF3E/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPR/HNRNPU/KHDRBS1/MRPL44/PARP1/QKI/SFPQ/SRP9/UPF1/XRCC6	16	LB+NL+ vs LB-NL+	BP	down
GO:0010628	positive regulation of gene expression	20/82	206/2798	9.24058205949669e-07	8.06161124500918e-06	BCLAF1/CNBP/EIF4A3/EIF5A/HGS/HNRNPAB/HNRNPK/HNRNPU/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/QKI/RBMX/SF3B1/TARDBP/TFAM/XRCC6	20	LB+NL+ vs LB-NL+	BP	down
GO:0009890	negative regulation of biosynthetic process	18/82	170/2798	1.0102199670385e-06	8.51952172202467e-06	BCLAF1/EIF3E/EIF4A2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPR/HNRNPU/KHDRBS1/MRPL44/PARP1/QKI/SFPQ/SRP9/TARDBP/UPF1/XRCC6	18	LB+NL+ vs LB-NL+	BP	down
GO:0097659	nucleic acid-templated transcription	26/82	339/2798	1.57974433776548e-06	1.2892752175957e-05	ANXA3/BCLAF1/CAMK2D/CNBP/CPSF7/DYNLL1/EIF4A2/EIF4A3/FUS/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/SRSF7/TARDBP/TFAM/XRCC6	26	LB+NL+ vs LB-NL+	BP	down
GO:0051173	positive regulation of nitrogen compound metabolic process	20/82	226/2798	4.08122322519018e-06	3.22671711241598e-05	ANXA3/BCLAF1/CNBP/EIF4A3/EIF5A/HNRNPA1/HNRNPAB/HNRNPK/HNRNPR/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/UPF1/XRCC6	20	LB+NL+ vs LB-NL+	BP	down
GO:0010608	posttranscriptional regulation of gene expression	16/82	155/2798	6.30488077973071e-06	4.83374193112688e-05	EIF3E/EIF4A2/EIF4A3/EIF5A/HNRNPA2B1/HNRNPC/HNRNPR/HNRNPU/KHDRBS1/MATR3/MRPL44/NPM1/QKI/SRP9/TARDBP/UPF1	16	LB+NL+ vs LB-NL+	BP	down
GO:0017148	negative regulation of translation	8/82	37/2798	7.46806400017103e-06	5.55711821189197e-05	EIF3E/EIF4A3/HNRNPA2B1/HNRNPR/MRPL44/QKI/SRP9/UPF1	8	LB+NL+ vs LB-NL+	BP	down
GO:0048024	regulation of mRNA splicing, via spliceosome	5/82	11/2798	7.70123474141778e-06	5.56689254165342e-05	HNRNPA2B1/HNRNPK/HNRNPL/RBMX/SRSF7	5	LB+NL+ vs LB-NL+	BP	down
GO:0010557	positive regulation of macromolecule biosynthetic process	17/82	183/2798	1.313193082094e-05	9.02483665413544e-05	BCLAF1/CNBP/EIF4A3/EIF5A/HNRNPA1/HNRNPAB/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	17	LB+NL+ vs LB-NL+	BP	down
GO:0006351	transcription, DNA-templated	24/82	332/2798	1.3198377715534e-05	9.02483665413544e-05	ANXA3/BCLAF1/CAMK2D/CNBP/CPSF7/DYNLL1/EIF4A3/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/SRSF7/TARDBP/TFAM/XRCC6	24	LB+NL+ vs LB-NL+	BP	down
GO:0051254	positive regulation of RNA metabolic process	15/82	146/2798	1.36515040054587e-05	9.08902766679227e-05	BCLAF1/CNBP/HNRNPAB/HNRNPK/HNRNPR/ILF2/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/UPF1/XRCC6	15	LB+NL+ vs LB-NL+	BP	down
GO:0006417	regulation of translation	12/82	96/2798	1.51332687655527e-05	9.81722307098672e-05	EIF3E/EIF4A2/EIF4A3/EIF5A/HNRNPA2B1/HNRNPR/KHDRBS1/MRPL44/NPM1/QKI/SRP9/UPF1	12	LB+NL+ vs LB-NL+	BP	down
GO:0010605	negative regulation of macromolecule metabolic process	25/82	360/2798	1.67819594390785e-05	0.000103668679122029	BCLAF1/CAST/EIF3E/EIF4A2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPK/HNRNPR/HNRNPU/KHDRBS1/MRPL44/MVP/NPM1/NUP85/PARP1/QKI/RBMX/SFPQ/SRP9/SRSF7/TARDBP/UPF1/XRCC6	25	LB+NL+ vs LB-NL+	BP	down
GO:0034249	negative regulation of cellular amide metabolic process	8/82	41/2798	1.68000626245185e-05	0.000103668679122029	EIF3E/EIF4A3/HNRNPA2B1/HNRNPR/MRPL44/QKI/SRP9/UPF1	8	LB+NL+ vs LB-NL+	BP	down
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	14/82	132/2798	1.91031915045253e-05	0.000115073986920117	BCLAF1/EIF4A2/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPK/HNRNPU/KHDRBS1/PARP1/RBMX/SFPQ/SRSF7/TARDBP/XRCC6	14	LB+NL+ vs LB-NL+	BP	down
GO:0071426	ribonucleoprotein complex export from nucleus	6/82	21/2798	2.01268964161752e-05	0.000117767933453085	EIF4A3/EIF5A/HNRNPA2B1/NUP85/SRSF7/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:0050684	regulation of mRNA processing	5/82	13/2798	2.04813797309714e-05	0.000117767933453085	HNRNPA2B1/HNRNPK/HNRNPL/RBMX/SRSF7	5	LB+NL+ vs LB-NL+	BP	down
GO:0051168	nuclear export	8/82	43/2798	2.43087429778186e-05	0.00013666915496418	EIF4A3/EIF5A/HNRNPA1/HNRNPA2B1/KHDRBS1/NUP85/SRSF7/UPF1	8	LB+NL+ vs LB-NL+	BP	down
GO:0071166	ribonucleoprotein complex localization	6/82	22/2798	2.70307758294998e-05	0.000148669267062249	EIF4A3/EIF5A/HNRNPA2B1/NUP85/SRSF7/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:0031324	negative regulation of cellular metabolic process	25/82	371/2798	2.86078731120195e-05	0.00015399557228385	BCLAF1/CAST/DYNLL1/EIF3E/EIF4A2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPK/HNRNPR/HNRNPU/KHDRBS1/MRPL44/MVP/NPM1/PARP1/QKI/RBMX/SFPQ/SRP9/SRSF7/TARDBP/UPF1/XRCC6	25	LB+NL+ vs LB-NL+	BP	down
GO:1903506	regulation of nucleic acid-templated transcription	23/82	326/2798	3.18359445308302e-05	0.000167801957631251	ANXA3/BCLAF1/CAMK2D/CNBP/DYNLL1/EIF4A2/FUS/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/TARDBP/TFAM/XRCC6	23	LB+NL+ vs LB-NL+	BP	down
GO:2001141	regulation of RNA biosynthetic process	23/82	327/2798	3.34791813013763e-05	0.000172861895290779	ANXA3/BCLAF1/CAMK2D/CNBP/DYNLL1/EIF4A2/FUS/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/TARDBP/TFAM/XRCC6	23	LB+NL+ vs LB-NL+	BP	down
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	17/82	197/2798	3.50818277620123e-05	0.000176535153040815	ANXA3/BCLAF1/CNBP/HNRNPA1/HNRNPAB/HNRNPK/HNRNPR/ILF2/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/UPF1/XRCC6	17	LB+NL+ vs LB-NL+	BP	down
GO:0009892	negative regulation of metabolic process	26/82	400/2798	3.55861375694923e-05	0.000176535153040815	BCLAF1/CAST/DYNLL1/EIF3E/EIF4A2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPK/HNRNPR/HNRNPU/KHDRBS1/MRPL44/MVP/NPM1/NUP85/PARP1/QKI/RBMX/SFPQ/SRP9/SRSF7/TARDBP/UPF1/XRCC6	26	LB+NL+ vs LB-NL+	BP	down
GO:0032774	RNA biosynthetic process	26/82	402/2798	3.89176696000525e-05	0.000189349430938717	ANXA3/BCLAF1/CAMK2D/CNBP/CPSF7/DYNLL1/EIF4A2/EIF4A3/FUS/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/SRSF7/TARDBP/TFAM/XRCC6	26	LB+NL+ vs LB-NL+	BP	down
GO:0016925	protein sumoylation	5/82	15/2798	4.5626211507048e-05	0.000217800594552512	HNRNPC/HNRNPK/NUP85/PARP1/TOLLIP	5	LB+NL+ vs LB-NL+	BP	down
GO:0034248	regulation of cellular amide metabolic process	12/82	108/2798	5.0761577303202e-05	0.000237827389957595	EIF3E/EIF4A2/EIF4A3/EIF5A/HNRNPA2B1/HNRNPR/KHDRBS1/MRPL44/NPM1/QKI/SRP9/UPF1	12	LB+NL+ vs LB-NL+	BP	down
GO:0031328	positive regulation of cellular biosynthetic process	17/82	213/2798	9.61016872343527e-05	0.000442067761278023	BCLAF1/CNBP/EIF4A3/EIF5A/HNRNPA1/HNRNPAB/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	17	LB+NL+ vs LB-NL+	BP	down
GO:0045893	positive regulation of transcription, DNA-templated	13/82	136/2798	0.00011832198891238	0.00050825242109325	BCLAF1/CNBP/HNRNPAB/HNRNPK/ILF2/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	13	LB+NL+ vs LB-NL+	BP	down
GO:1902680	positive regulation of RNA biosynthetic process	13/82	136/2798	0.00011832198891238	0.00050825242109325	BCLAF1/CNBP/HNRNPAB/HNRNPK/ILF2/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	13	LB+NL+ vs LB-NL+	BP	down
GO:1903508	positive regulation of nucleic acid-templated transcription	13/82	136/2798	0.00011832198891238	0.00050825242109325	BCLAF1/CNBP/HNRNPAB/HNRNPK/ILF2/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	13	LB+NL+ vs LB-NL+	BP	down
GO:0000723	telomere maintenance	6/82	28/2798	0.000118525268160086	0.00050825242109325	HNRNPA1/HNRNPC/HNRNPU/PARP1/UPF1/XRCC6	6	LB+NL+ vs LB-NL+	BP	down
GO:0009891	positive regulation of biosynthetic process	17/82	219/2798	0.000136356685824348	0.000574970691892665	BCLAF1/CNBP/EIF4A3/EIF5A/HNRNPA1/HNRNPAB/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	17	LB+NL+ vs LB-NL+	BP	down
GO:0032200	telomere organization	6/82	29/2798	0.000145974662485292	0.000605435895225884	HNRNPA1/HNRNPC/HNRNPU/PARP1/UPF1/XRCC6	6	LB+NL+ vs LB-NL+	BP	down
GO:0043484	regulation of RNA splicing	5/82	19/2798	0.000161053705811829	0.000657203025328916	HNRNPA2B1/HNRNPK/HNRNPL/RBMX/SRSF7	5	LB+NL+ vs LB-NL+	BP	down
GO:0006366	transcription from RNA polymerase II promoter	14/82	162/2798	0.000189028007816504	0.00075911247583453	CAMK2D/CNBP/CPSF7/EIF4A3/HNRNPA2B1/HNRNPK/PARP1/PCBP1/RBMX/SFPQ/SRSF7/TARDBP/TFAM/XRCC6	14	LB+NL+ vs LB-NL+	BP	down
GO:0006355	regulation of transcription, DNA-templated	21/82	319/2798	0.000214913526566672	0.000849580034708876	ANXA3/BCLAF1/CAMK2D/CNBP/DYNLL1/HNRNPA2B1/HNRNPAB/HNRNPDL/HNRNPK/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/PSIP1/RBMX/SFPQ/TARDBP/TFAM/XRCC6	21	LB+NL+ vs LB-NL+	BP	down
GO:0051169	nuclear transport	11/82	109/2798	0.000258208790401747	0.00100502806110218	EIF4A3/EIF5A/HNRNPA1/HNRNPA2B1/KHDRBS1/NPM1/NUP85/PARP1/PSIP1/SRSF7/UPF1	11	LB+NL+ vs LB-NL+	BP	down
GO:0010604	positive regulation of macromolecule metabolic process	26/82	450/2798	0.000273068186852881	0.00104676138293605	ANXA3/BCLAF1/CAMK2D/CNBP/EIF4A3/EIF5A/HGS/HNRNPA1/HNRNPAB/HNRNPK/HNRNPR/HNRNPU/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/QKI/RBMX/SF3B1/TARDBP/TFAM/TOLLIP/UPF1/XRCC6	26	LB+NL+ vs LB-NL+	BP	down
GO:0051253	negative regulation of RNA metabolic process	11/82	113/2798	0.000355515561563965	0.00134246921008482	BCLAF1/EIF4A2/HNRNPA2B1/HNRNPK/KHDRBS1/PARP1/RBMX/SFPQ/SRSF7/TARDBP/XRCC6	11	LB+NL+ vs LB-NL+	BP	down
GO:0009893	positive regulation of metabolic process	27/82	494/2798	0.000505820193735287	0.0018819486619857	ANXA3/BCLAF1/CAMK2D/CNBP/EIF4A3/EIF5A/GRB2/HGS/HNRNPA1/HNRNPAB/HNRNPK/HNRNPR/HNRNPU/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/QKI/RBMX/SF3B1/TARDBP/TFAM/TOLLIP/UPF1/XRCC6	27	LB+NL+ vs LB-NL+	BP	down
GO:0006974	cellular response to DNA damage stimulus	10/82	103/2798	0.000687610826050251	0.00252123969551759	BCLAF1/GRB2/HNRNPK/MACROD1/NDRG1/NPM1/PARP1/SFPQ/UPF1/XRCC6	10	LB+NL+ vs LB-NL+	BP	down
GO:0051276	chromosome organization	10/82	104/2798	0.000742764944102497	0.00268456472654188	CLASP1/HNRNPA1/HNRNPC/HNRNPU/NPM1/NUP85/PARP1/SFPQ/UPF1/XRCC6	10	LB+NL+ vs LB-NL+	BP	down
GO:0006913	nucleocytoplasmic transport	10/82	105/2798	0.000801530489929206	0.00285615794298717	EIF4A3/EIF5A/HNRNPA1/HNRNPA2B1/KHDRBS1/NPM1/NUP85/PARP1/SRSF7/UPF1	10	LB+NL+ vs LB-NL+	BP	down
GO:0033044	regulation of chromosome organization	5/82	29/2798	0.00130599379052405	0.00458911706948035	HNRNPA1/HNRNPC/HNRNPU/PARP1/SFPQ	5	LB+NL+ vs LB-NL+	BP	down
GO:0018205	peptidyl-lysine modification	6/82	43/2798	0.00134921740866249	0.0046760548546796	EIF5A/HNRNPC/HNRNPK/NUP85/PARP1/TOLLIP	6	LB+NL+ vs LB-NL+	BP	down
GO:0071705	nitrogen compound transport	12/82	170/2798	0.00337709433206814	0.0115460117028816	EIF4A3/EIF5A/HNRNPA1/HNRNPA2B1/HNRNPA3/KHDRBS1/MVP/NUP85/QKI/SRSF7/TARDBP/UPF1	12	LB+NL+ vs LB-NL+	BP	down
GO:0031325	positive regulation of cellular metabolic process	23/82	450/2798	0.00380685061536349	0.0128417760758262	ANXA3/BCLAF1/CAMK2D/CNBP/EIF4A3/EIF5A/GRB2/HNRNPA1/HNRNPAB/HNRNPK/HNRNPR/ILF2/KHDRBS1/NPM1/NUP85/PARP1/PCBP1/RBMX/TARDBP/TFAM/TOLLIP/UPF1/XRCC6	23	LB+NL+ vs LB-NL+	BP	down
GO:0006357	regulation of transcription from RNA polymerase II promoter	11/82	152/2798	0.00415727192475166	0.0138393394337128	CAMK2D/CNBP/HNRNPA2B1/HNRNPK/PARP1/PCBP1/RBMX/SFPQ/TARDBP/TFAM/XRCC6	11	LB+NL+ vs LB-NL+	BP	down
GO:0006259	DNA metabolic process	10/82	131/2798	0.00429992037171446	0.0141283097927761	ANXA3/HNRNPA1/HNRNPC/HNRNPU/NPM1/PARP1/SFPQ/TFAM/UPF1/XRCC6	10	LB+NL+ vs LB-NL+	BP	down
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	8/82	91/2798	0.0045425150417402	0.0147340551994906	CNBP/HNRNPK/PARP1/PCBP1/RBMX/TARDBP/TFAM/XRCC6	8	LB+NL+ vs LB-NL+	BP	down
GO:0032845	negative regulation of homeostatic process	5/82	42/2798	0.00694283981551139	0.022234664219296	CAMK2D/HNRNPA1/HNRNPC/HNRNPU/PARP1	5	LB+NL+ vs LB-NL+	BP	down
GO:1902679	negative regulation of RNA biosynthetic process	8/82	100/2798	0.00803294264658678	0.0252200852367391	BCLAF1/EIF4A2/HNRNPA2B1/KHDRBS1/PARP1/SFPQ/TARDBP/XRCC6	8	LB+NL+ vs LB-NL+	BP	down
GO:0051052	regulation of DNA metabolic process	6/82	61/2798	0.00807441464101133	0.0252200852367391	ANXA3/HNRNPA1/HNRNPC/HNRNPU/NPM1/PARP1	6	LB+NL+ vs LB-NL+	BP	down
GO:0006412	translation	13/82	220/2798	0.010362900403412	0.0319733390495517	EIF3E/EIF4A2/EIF4A3/EIF5A/HNRNPR/KHDRBS1/MRPL44/NARS/NPM1/QKI/SLC25A1/SRP9/UPF1	13	LB+NL+ vs LB-NL+	BP	down
GO:0043487	regulation of RNA stability	6/82	67/2798	0.0126240120444505	0.0380223219910236	HNRNPC/HNRNPR/HNRNPU/QKI/TARDBP/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:0043488	regulation of mRNA stability	6/82	67/2798	0.0126240120444505	0.0380223219910236	HNRNPC/HNRNPR/HNRNPU/QKI/TARDBP/UPF1	6	LB+NL+ vs LB-NL+	BP	down
GO:0044839	cell cycle G2/M phase transition	5/82	50/2798	0.0144079970230089	0.0428849793743677	CAMK2D/CLASP1/DYNLL1/KHDRBS1/NPM1	5	LB+NL+ vs LB-NL+	BP	down
GO:0043043	peptide biosynthetic process	13/82	231/2798	0.0152658599237446	0.0449100297756672	EIF3E/EIF4A2/EIF4A3/EIF5A/HNRNPR/KHDRBS1/MRPL44/NARS/NPM1/QKI/SLC25A1/SRP9/UPF1	13	LB+NL+ vs LB-NL+	BP	down
GO:0017075	syntaxin-1 binding	6/168	11/2745	1.72038361956706e-05	0.0010886472336858	CPLX2/NSF/STXBP1/SYT1/UNC13A/VAMP2	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0005516	calmodulin binding	15/168	73/2745	2.17729446737161e-05	0.0010886472336858	ADD2/ATP2B1/ATP2B3/CAMK2B/CAMK4/PCP4/PDE1B/PLCB1/PPP3CA/PPP3CB/SLC8A1/SLC8A2/SYT1/UNC13A/VAMP2	15	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0008092	cytoskeletal protein binding	36/168	313/2745	8.21929037752706e-05	0.00261780745919653	ABI2/ACTB/ACTR2/ACTR3B/ADD2/ALDOA/ANK2/ARPC1A/ARPC2/ARPC4/ARPC5L/ATCAY/ATP1A1/CAMK2B/CAP2/CDK5/DNM1L/DPYSL4/DPYSL5/DYNC1I1/EPB41L1/GNB1/KIF5C/OPA1/PACSIN1/PHACTR1/PRNP/RAB3A/RAB3D/SGIP1/SLC8A1/SNCA/SYN1/TMSB4X/WASF1/WASL	36	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0019905	syntaxin binding	9/168	33/2745	0.000104712298367861	0.00261780745919653	CPLX2/NAPB/NAPG/NSF/STXBP1/SYT1/UNC13A/VAMP2/VAMP7	9	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0015085	calcium ion transmembrane transporter activity	7/168	25/2745	0.000533044831456166	0.0106608966291233	ATP2B1/ATP2B3/CACNA2D3/GPM6A/PDE2A/SLC8A1/SLC8A2	7	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0000149	SNARE binding	9/168	42/2745	0.000749714001752148	0.0124952333625358	CPLX2/NAPB/NAPG/NSF/STXBP1/SYT1/UNC13A/VAMP2/VAMP7	9	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0072509	divalent inorganic cation transmembrane transporter activity	7/168	29/2745	0.00140484189307486	0.0200691699010695	ATP2B1/ATP2B3/CACNA2D3/GPM6A/PDE2A/SLC8A1/SLC8A2	7	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0019888	protein phosphatase regulator activity	6/168	23/2745	0.00202519901140239	0.0253149876425299	PHACTR1/PPP1R1B/PPP1R7/PPP2R1A/PPP2R2C/RCAN1	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	down
GO:0030695	GTPase regulator activity	11/119	82/2745	0.000655363075966225	0.0261961713301913	ALDH1A1/ARFGAP1/DNM1L/GNB5/PLCB1/RAB3GAP1/RAP1GAP/RAP1GDS1/STXBP5L/THY1/WASL	11	LB-NL+ vs LB-NL-	MF	down
GO:0005096	GTPase activator activity	10/119	73/2745	0.000983614784875521	0.0261961713301913	ALDH1A1/ARFGAP1/DNM1L/GNB5/PLCB1/RAB3GAP1/RAP1GAP/RAP1GDS1/STXBP5L/THY1	10	LB-NL+ vs LB-NL-	MF	down
GO:0019829	cation-transporting ATPase activity	6/119	33/2745	0.00247628423426602	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0042625	ATPase coupled ion transmembrane transporter activity	6/119	34/2745	0.00290211619554456	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0060589	nucleoside-triphosphatase regulator activity	11/119	98/2745	0.00290679233922987	0.0261961713301913	ALDH1A1/ARFGAP1/DNM1L/GNB5/PLCB1/RAB3GAP1/RAP1GAP/RAP1GDS1/STXBP5L/THY1/WASL	11	LB-NL+ vs LB-NL-	MF	down
GO:0008092	cytoskeletal protein binding	24/119	313/2745	0.00316057207775492	0.0261961713301913	ACTR3B/ADD2/ANK2/ARPC4/ATCAY/ATP1A1/CAP2/CDK5/DNM1L/DPYSL4/DPYSL5/DYNC1I1/EPB41L1/GNB1/KIF1A/KIF5C/OPA1/PDCD5/RHOA/SGIP1/SNCA/STX1A/SYN1/WASL	24	LB-NL+ vs LB-NL-	MF	down
GO:0016462	pyrophosphatase activity	21/119	262/2745	0.00348389811296027	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1/DIRAS1/DNM1L/DYNC1I1/GNAO1/GNAZ/GNB1/GNB5/KIF1A/KIF5C/MYL6B/OPA1/PRUNE2/RAP1GAP/RAP2A/RHOA	21	LB-NL+ vs LB-NL-	MF	down
GO:0017111	nucleoside-triphosphatase activity	20/119	245/2745	0.00354596039029749	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1/DIRAS1/DNM1L/DYNC1I1/GNAO1/GNAZ/GNB1/GNB5/KIF1A/KIF5C/MYL6B/OPA1/RAP1GAP/RAP2A/RHOA	20	LB-NL+ vs LB-NL-	MF	down
GO:0005516	calmodulin binding	9/119	73/2745	0.00371930012689051	0.0261961713301913	ADD2/ATP2B1/ATP2B3/CAMK4/PCP4/PLCB1/PPP3CA/SYT1/VAMP2	9	LB-NL+ vs LB-NL-	MF	down
GO:0016817	hydrolase activity, acting on acid anhydrides	21/119	264/2745	0.00382012176372948	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1/DIRAS1/DNM1L/DYNC1I1/GNAO1/GNAZ/GNB1/GNB5/KIF1A/KIF5C/MYL6B/OPA1/PRUNE2/RAP1GAP/RAP2A/RHOA	21	LB-NL+ vs LB-NL-	MF	down
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	21/119	264/2745	0.00382012176372948	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1/DIRAS1/DNM1L/DYNC1I1/GNAO1/GNAZ/GNB1/GNB5/KIF1A/KIF5C/MYL6B/OPA1/PRUNE2/RAP1GAP/RAP2A/RHOA	21	LB-NL+ vs LB-NL-	MF	down
GO:0015399	primary active transmembrane transporter activity	6/119	38/2745	0.00517029697306408	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	6/119	38/2745	0.00517029697306408	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	6/119	38/2745	0.00517029697306408	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	6/119	38/2745	0.00517029697306408	0.0261961713301913	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0022853	active ion transmembrane transporter activity	6/119	39/2745	0.0058980877743139	0.028015916927991	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0043492	ATPase activity, coupled to movement of substances	6/119	40/2745	0.00669804538874361	0.0299442029143832	ATP1A1/ATP2B1/ATP2B3/ATP6V0A1/ATP6V0D1/ATP8A1	6	LB-NL+ vs LB-NL-	MF	down
GO:0048306	calcium-dependent protein binding	5/119	30/2745	0.00839517517670255	0.0341204589147631	CPLX2/STX1A/SYN1/SYT1/VAMP2	5	LB-NL+ vs LB-NL-	MF	down
GO:0000149	SNARE binding	6/119	42/2745	0.00853011472869077	0.0341204589147631	CPLX2/STX1A/STXBP5L/SYT1/VAMP2/VAMP7	6	LB-NL+ vs LB-NL-	MF	down
GO:0019899	enzyme binding	32/119	494/2745	0.00906189380825683	0.0344351964713759	ACTA2/ADCY5/ANK2/ARHGEF7/ARPC4/ATP1A1/ATP6V0A1/CAP2/CDK5/CUL4B/DLG2/DNM1L/GNB1/HINT1/NPLOC4/NUTF2/OPTN/PAM/PKIA/PLCB1/PPP3CA/RAB3GAP1/RAP1GAP/RAPGEF4/SCAMP3/SNCA/SPG20/STX1A/STXBP5L/SYN1/TH/THY1	32	LB-NL+ vs LB-NL-	MF	down
GO:0019905	syntaxin binding	5/119	33/2745	0.0126066024709975	0.0456238946569432	CPLX2/STXBP5L/SYT1/VAMP2/VAMP7	5	LB-NL+ vs LB-NL-	MF	down
